file,language,line,proof_name
02_FORMAL/coq/domains/CovertChannels.v,coq,565,SEC_002_17
02_FORMAL/coq/domains/CovertChannels.v,coq,577,SEC_002_18
02_FORMAL/coq/domains/CovertChannels.v,coq,589,SEC_002_19
02_FORMAL/coq/domains/CovertChannels.v,coq,601,SEC_002_20
02_FORMAL/coq/domains/CovertChannels.v,coq,613,SEC_002_21
02_FORMAL/coq/domains/CovertChannels.v,coq,622,level_leq_refl
02_FORMAL/coq/domains/CovertChannels.v,coq,626,public_lowest
02_FORMAL/coq/domains/CovertChannels.v,coq,630,topsecret_no_flow_public
02_FORMAL/coq/domains/CovertChannels.v,coq,634,secret_no_flow_public
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,290,REMIT_001_01_universal_coverage
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,302,REMIT_001_02_currency_support
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,314,REMIT_001_03_pricing_transparency
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,325,REMIT_001_04_corridor_availability
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,336,REMIT_001_05_sanctioned_country_blocking
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,351,REMIT_001_06_rate_freshness
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,362,REMIT_001_07_spread_transparency
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,374,REMIT_001_08_rate_lock_guarantee
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,386,REMIT_001_09_no_hidden_margin
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,397,REMIT_001_10_hedge_ratio_maintenance
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,413,REMIT_001_11_swift_gpi_tracking
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,427,REMIT_001_12_instant_rail_settlement
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,441,REMIT_001_13_blockchain_atomic_execution
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,455,REMIT_001_14_mobile_money_instant
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,469,REMIT_001_15_local_rail_integration
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,484,REMIT_001_16_realtime_screening
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,496,REMIT_001_17_sanctions_screening_complete
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,508,REMIT_001_18_travel_rule_compliance
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,520,REMIT_001_19_str_filing
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,531,REMIT_001_20_kyc_verification
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,547,REMIT_001_21_instant_bank_credit
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,560,REMIT_001_22_wallet_instant_credit
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,572,REMIT_001_23_cash_pickup_security
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,583,REMIT_001_24_iban_validation
02_FORMAL/coq/domains/CrossBorderRemittance.v,coq,594,REMIT_001_25_recipient_notification
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,43,label_eqb_refl
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,46,label_leb_refl
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,49,label_leb_trans
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,53,label_join_low_r
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,56,label_join_comm
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,193,lookup_some_both
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,207,source_noninterference
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,280,compilation_preserves_labels
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,296,tgt_eval_env_independent
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,313,target_noninterference
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,330,semantic_preservation
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,346,security_composition
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,364,label_monotonicity_compilation
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,387,constant_time_preserved
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,407,end_to_end_security
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,432,compiler_determinism
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,447,label_lattice_join_upper_bound
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,452,label_lattice_join_least
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,459,label_eqb_refl2
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,463,label_join_comm2
02_FORMAL/coq/domains/CrossLayerSecurity.v,coq,467,label_join_idem2
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,27,andb_true_iff
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,34,andb3_true_iff
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,44,negb_true_iff
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,49,leb_le
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,246,cry_001_timing_side_channel_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,257,cry_001a_riina_timing_safe
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,262,cry_002_spa_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,275,cry_003_dpa_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,287,cry_004_em_analysis_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,300,cry_005_acoustic_analysis_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,312,cry_006_cache_timing_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,324,cry_007_padding_oracle_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,337,cry_007a_riina_aead_padding_safe
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,342,cry_008_chosen_plaintext_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,357,cry_009_chosen_ciphertext_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,371,cry_010_known_plaintext_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,386,cry_011_mitm_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,397,cry_011a_riina_key_mitm_safe
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,402,cry_012_birthday_attack_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,413,cry_012a_riina_hash_birthday_safe
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,418,cry_013_length_extension_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,429,cry_014_downgrade_attack_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,441,cry_014a_riina_proto_downgrade_safe
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,446,cry_015_protocol_attack_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,457,cry_016_implementation_flaw_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,472,cry_017_rng_attack_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,485,cry_017a_riina_rng_secure
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,490,cry_018_key_reuse_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,500,cry_019_weak_keys_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,512,cry_020_related_key_attack_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,524,cry_020a_riina_key_related_safe
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,529,cry_021_differential_cryptanalysis_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,541,cry_022_linear_cryptanalysis_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,551,cry_023_algebraic_attack_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,561,cry_024_quantum_attack_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,573,cry_024a_riina_pq_secure
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,578,cry_025_harvest_now_decrypt_later_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,591,cry_026_key_extraction_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,603,cry_027_nonce_misuse_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,614,cry_027a_riina_mraead_secure
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,619,cry_028_certificate_attack_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,630,cry_028a_riina_cert_secure
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,635,cry_029_random_fault_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,649,cry_030_bleichenbacher_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,660,cry_031_whisper_leak_mitigated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,676,complete_ct_security
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,692,complete_aead_security
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,711,riina_complete_crypto_security
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,762,enc_001_length_preservation
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,773,enc_002_key_size_requirement
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,784,enc_003_riina_key_size_valid
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,789,enc_004_riina_nonce_size_valid
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,794,enc_005_riina_tag_size_valid
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,799,enc_006_riina_is_authenticated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,829,kdf_001_riina_kdf_secure
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,834,kdf_002_kdf_output_sufficient
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,848,kdf_003_kdf_salt_sufficient
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,861,kdf_004_kdf_approved_algorithm
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,890,dk_001_valid_implies_secure_kdf
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,925,mac_001_riina_mac_secure
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,930,mac_002_mac_key_sufficient
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,944,mac_003_mac_tag_sufficient
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,957,mac_004_mac_constant_time
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,984,tag_001_equal_tags_valid
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,999,tag_002_tag_compare_reflexive
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,1023,nonce_001_counter_incrementable
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,1034,nonce_002_increment_changes_nonce
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,1044,nonce_003_different_counters_different_nonces
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,1062,nonce_004_empty_set_no_collision
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,1070,nonce_005_add_increases_size
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,1119,full_001_riina_full_crypto_secure
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,1124,full_002_full_implies_ct
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,1145,full_003_full_implies_authenticated
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,1156,full_004_full_implies_pq_ready
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,1174,full_005_full_implies_kdf_secure
02_FORMAL/coq/domains/CryptographicSecurity.v,coq,1188,full_006_full_implies_mac_secure
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,173,DELTA_001_01_quorum_intersection
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,184,DELTA_001_02_single_vote_per_term
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,196,DELTA_001_03_log_matching_reflexive
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,203,DELTA_001_04_committed_requires_quorum
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,211,DELTA_001_05_empty_log_no_commit
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,228,DELTA_001_06_leader_append_only
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,236,DELTA_001_07_term_monotonic
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,242,DELTA_001_08_entry_at_deterministic
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,250,DELTA_001_09_log_prefix_match
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,264,DELTA_001_10_quorum_nonempty
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,274,DELTA_002_01_bft_bound
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,282,DELTA_002_02_bft_quorum_sufficient
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,290,DELTA_002_03_bft_two_quorums_overlap
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,299,DELTA_002_04_correct_majority
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,309,DELTA_002_05_bft_f_zero
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,315,DELTA_002_06_bft_phases_ordered
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,325,DELTA_003_01_gc_merge_comm
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,338,DELTA_003_02_gc_merge_assoc
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,353,DELTA_003_03_gc_merge_idempotent
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,363,DELTA_003_04_gc_value_nonneg
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,369,fold_left_add_mono
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,379,DELTA_003_05_gc_merge_monotone
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,400,DELTA_003_06_gs_add_member
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,409,DELTA_003_07_gs_add_preserves
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,425,DELTA_003_08_gs_merge_contains_left
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,434,DELTA_003_09_gs_add_idempotent
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,441,DELTA_003_10_gc_empty_zero
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,451,DELTA_004_01_ring_add_increases
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,457,DELTA_004_02_ring_remove_decreases
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,463,DELTA_004_03_ring_size_preserved_add
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,469,DELTA_004_04_ring_size_preserved_remove
02_FORMAL/coq/domains/DELTA001_VerifiedDistribution.v,coq,475,DELTA_004_05_empty_ring_no_lookup
02_FORMAL/coq/domains/DO178CCompliance.v,coq,243,andb_true_iff
02_FORMAL/coq/domains/DO178CCompliance.v,coq,255,DO178_001_dal_reflexive
02_FORMAL/coq/domains/DO178CCompliance.v,coq,262,DO178_002_dal_transitive
02_FORMAL/coq/domains/DO178CCompliance.v,coq,273,DO178_003_dal_e_bottom
02_FORMAL/coq/domains/DO178CCompliance.v,coq,280,DO178_004_dal_a_top
02_FORMAL/coq/domains/DO178CCompliance.v,coq,291,DO178_005_planning_valid
02_FORMAL/coq/domains/DO178CCompliance.v,coq,296,DO178_006_planning_standards
02_FORMAL/coq/domains/DO178CCompliance.v,coq,309,DO178_007_lifecycle_required
02_FORMAL/coq/domains/DO178CCompliance.v,coq,326,DO178_008_development_valid
02_FORMAL/coq/domains/DO178CCompliance.v,coq,331,DO178_009_requirements_complete
02_FORMAL/coq/domains/DO178CCompliance.v,coq,342,DO178_010_requirements_traceable
02_FORMAL/coq/domains/DO178CCompliance.v,coq,364,DO178_011_code_complete
02_FORMAL/coq/domains/DO178CCompliance.v,coq,380,DO178_012_code_traceable
02_FORMAL/coq/domains/DO178CCompliance.v,coq,395,DO178_013_verification_valid
02_FORMAL/coq/domains/DO178CCompliance.v,coq,400,DO178_014_mcdc_required
02_FORMAL/coq/domains/DO178CCompliance.v,coq,411,DO178_015_structural_coverage
02_FORMAL/coq/domains/DO178CCompliance.v,coq,423,DO178_016_requirements_review
02_FORMAL/coq/domains/DO178CCompliance.v,coq,434,DO178_017_code_review
02_FORMAL/coq/domains/DO178CCompliance.v,coq,454,DO178_018_cm_valid
02_FORMAL/coq/domains/DO178CCompliance.v,coq,459,DO178_019_change_control
02_FORMAL/coq/domains/DO178CCompliance.v,coq,474,DO178_020_traceability
02_FORMAL/coq/domains/DO178CCompliance.v,coq,495,DO178_021_qa_valid
02_FORMAL/coq/domains/DO178CCompliance.v,coq,500,DO178_022_qa_independence
02_FORMAL/coq/domains/DO178CCompliance.v,coq,511,DO178_023_audits
02_FORMAL/coq/domains/DO178CCompliance.v,coq,528,DO178_024_fm_valid
02_FORMAL/coq/domains/DO178CCompliance.v,coq,533,DO178_025_fm_soundness
02_FORMAL/coq/domains/DO178CCompliance.v,coq,545,DO178_026_fm_specification
02_FORMAL/coq/domains/DO178CCompliance.v,coq,556,DO178_027_riina_theorem_proving
02_FORMAL/coq/domains/DO178CCompliance.v,coq,575,DO178_028_riina_level_a
02_FORMAL/coq/domains/DO178CCompliance.v,coq,580,DO178_029_level_a_all_objectives
02_FORMAL/coq/domains/DO178CCompliance.v,coq,591,DO178_030_level_a_planning
02_FORMAL/coq/domains/DO178CCompliance.v,coq,606,DO178_031_level_a_development
02_FORMAL/coq/domains/DO178CCompliance.v,coq,621,DO178_032_level_a_verification
02_FORMAL/coq/domains/DO178CCompliance.v,coq,635,DO178_033_level_a_cm
02_FORMAL/coq/domains/DO178CCompliance.v,coq,648,DO178_034_level_a_qa
02_FORMAL/coq/domains/DO178CCompliance.v,coq,664,DO178_035_riina_dal_a
02_FORMAL/coq/domains/DO178CCompliance.v,coq,669,DO178_036_riina_has_fm
02_FORMAL/coq/domains/DO178CCompliance.v,coq,674,DO178_037_riina_fm_coq
02_FORMAL/coq/domains/DO178CCompliance.v,coq,679,DO178_038_riina_planning
02_FORMAL/coq/domains/DO178CCompliance.v,coq,684,DO178_039_riina_development
02_FORMAL/coq/domains/DO178CCompliance.v,coq,689,DO178_040_complete_certification
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,184,DR_001_exclusive_is_exclusive
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,197,DR_002_shared_compatible
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,209,DR_003_well_formed_prevents_race
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,226,DR_004_well_formed_race_free
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,238,DR_005_mutex_acquire_unlocked
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,247,DR_006_mutex_acquire_locked
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,259,DR_007_mutex_release_owner
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,270,DR_008_mutex_release_non_owner
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,282,DR_009_rwlock_read_no_writer
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,293,DR_010_rwlock_read_increments
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,305,DR_011_rwlock_read_blocked_by_writer
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,316,DR_012_rwlock_write_no_readers
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,328,DR_013_rwlock_write_blocked_by_readers
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,340,DR_014_mut_borrow_owned
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,350,DR_015_shared_borrow_owned
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,360,DR_016_shared_borrow_extends
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,370,DR_017_empty_well_formed
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,379,DR_018_empty_race_free
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,387,DR_019_single_exclusive_well_formed
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,405,DR_020_single_exclusive_race_free
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,414,DR_021_mutex_mutual_exclusion
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,424,DR_022_init_mutex_well_formed
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,433,DR_023_acquired_mutex_well_formed
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,450,DR_024_rwlock_init_well_formed
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,459,DR_025_shared_no_race
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,478,DR_026_access_mode_dec
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,488,DR_027_remove_preserves_wf
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,503,DR_028_race_free_location
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,512,DR_029_ownership_state_cases
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,525,DR_030_valid_borrow_respects_ownership
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,534,DR_031_mutex_locked_dec
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,544,DR_032_rwlock_readers_nonneg
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,552,DR_033_mutex_acquire_release_cycle
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,564,DR_034_access_mode_cases
02_FORMAL/coq/domains/DataRaceFreedom.v,coq,575,DR_035_no_concurrent_exclusive
02_FORMAL/coq/domains/DependentTypes.v,coq,141,TYPE_005_01
02_FORMAL/coq/domains/DependentTypes.v,coq,156,TYPE_005_02
02_FORMAL/coq/domains/DependentTypes.v,coq,171,TYPE_005_03
02_FORMAL/coq/domains/DependentTypes.v,coq,186,TYPE_005_04
02_FORMAL/coq/domains/DependentTypes.v,coq,201,TYPE_005_05
02_FORMAL/coq/domains/DependentTypes.v,coq,217,TYPE_005_06
02_FORMAL/coq/domains/DependentTypes.v,coq,234,TYPE_005_07
02_FORMAL/coq/domains/DependentTypes.v,coq,248,TYPE_005_08
02_FORMAL/coq/domains/DependentTypes.v,coq,259,vec_cons_length_semantic
02_FORMAL/coq/domains/DependentTypes.v,coq,275,TYPE_005_09
02_FORMAL/coq/domains/DependentTypes.v,coq,285,vec_head_nonempty_semantic
02_FORMAL/coq/domains/DependentTypes.v,coq,310,TYPE_005_10
02_FORMAL/coq/domains/DependentTypes.v,coq,320,vec_dep_pattern_match
02_FORMAL/coq/domains/DependentTypes.v,coq,343,TYPE_005_11
02_FORMAL/coq/domains/DependentTypes.v,coq,353,transport_refl
02_FORMAL/coq/domains/DependentTypes.v,coq,363,transport_trans
02_FORMAL/coq/domains/DependentTypes.v,coq,377,TYPE_005_12
02_FORMAL/coq/domains/DependentTypes.v,coq,387,dep_congruence
02_FORMAL/coq/domains/DependentTypes.v,coq,397,congruence2
02_FORMAL/coq/domains/DependentTypes.v,coq,420,lt_wf_aux
02_FORMAL/coq/domains/DependentTypes.v,coq,431,lt_well_founded
02_FORMAL/coq/domains/DependentTypes.v,coq,442,TYPE_005_13
02_FORMAL/coq/domains/DependentTypes.v,coq,456,nat_dep_ind
02_FORMAL/coq/domains/DependentTypes.v,coq,469,strong_ind
02_FORMAL/coq/domains/DependentTypes.v,coq,525,TYPE_005_14
02_FORMAL/coq/domains/DependentTypes.v,coq,537,dec_eq_nat
02_FORMAL/coq/domains/DependentTypes.v,coq,547,dec_eq_bool
02_FORMAL/coq/domains/DependentTypes.v,coq,559,dec_eq_prod
02_FORMAL/coq/domains/DependentTypes.v,coq,578,dec_eq_option
02_FORMAL/coq/domains/DependentTypes.v,coq,594,dec_eq_list
02_FORMAL/coq/domains/DependentTypes.v,coq,616,dec_to_bool
02_FORMAL/coq/domains/DependentTypes.v,coq,625,nat_eq_reflect
02_FORMAL/coq/domains/DependentTypes.v,coq,635,uip_dec
02_FORMAL/coq/domains/DigitalWallet.v,coq,344,WALLET_001_01_account_uniqueness
02_FORMAL/coq/domains/DigitalWallet.v,coq,355,WALLET_001_02_balance_integrity
02_FORMAL/coq/domains/DigitalWallet.v,coq,365,WALLET_001_03_tier_limit_enforcement
02_FORMAL/coq/domains/DigitalWallet.v,coq,378,WALLET_001_04_virtual_account_segregation
02_FORMAL/coq/domains/DigitalWallet.v,coq,388,WALLET_001_05_dormancy_detection
02_FORMAL/coq/domains/DigitalWallet.v,coq,406,WALLET_001_06_p2p_instant_settlement
02_FORMAL/coq/domains/DigitalWallet.v,coq,419,WALLET_001_07_qr_payment_instant
02_FORMAL/coq/domains/DigitalWallet.v,coq,429,WALLET_001_08_dynamic_qr_single_use
02_FORMAL/coq/domains/DigitalWallet.v,coq,440,WALLET_001_09_merchant_settlement
02_FORMAL/coq/domains/DigitalWallet.v,coq,453,WALLET_001_10_refund_instant
02_FORMAL/coq/domains/DigitalWallet.v,coq,467,WALLET_001_11_bank_transfer_reconciliation
02_FORMAL/coq/domains/DigitalWallet.v,coq,480,WALLET_001_12_card_chargeback_handling
02_FORMAL/coq/domains/DigitalWallet.v,coq,492,WALLET_001_13_agent_float_sufficiency
02_FORMAL/coq/domains/DigitalWallet.v,coq,507,WALLET_001_14_crypto_rate_lock
02_FORMAL/coq/domains/DigitalWallet.v,coq,522,WALLET_001_15_stablecoin_instant_credit
02_FORMAL/coq/domains/DigitalWallet.v,coq,538,WALLET_001_16_withdrawal_limit_enforcement
02_FORMAL/coq/domains/DigitalWallet.v,coq,552,WALLET_001_17_bank_withdrawal_ownership
02_FORMAL/coq/domains/DigitalWallet.v,coq,570,WALLET_001_18_cardless_atm_otp_validity
02_FORMAL/coq/domains/DigitalWallet.v,coq,585,WALLET_001_19_agent_cash_availability
02_FORMAL/coq/domains/DigitalWallet.v,coq,597,WALLET_001_20_withdrawal_balance_check
02_FORMAL/coq/domains/DigitalWallet.v,coq,614,WALLET_001_21_multi_factor_required
02_FORMAL/coq/domains/DigitalWallet.v,coq,626,WALLET_001_22_session_expiry
02_FORMAL/coq/domains/DigitalWallet.v,coq,641,WALLET_001_23_velocity_check
02_FORMAL/coq/domains/DigitalWallet.v,coq,655,WALLET_001_24_fraud_score_blocking
02_FORMAL/coq/domains/DigitalWallet.v,coq,669,WALLET_001_25_device_binding
02_FORMAL/coq/domains/DistributedConsensus.v,coq,113,agreement
02_FORMAL/coq/domains/DistributedConsensus.v,coq,128,validity
02_FORMAL/coq/domains/DistributedConsensus.v,coq,146,pigeonhole_overlap
02_FORMAL/coq/domains/DistributedConsensus.v,coq,154,quorum_intersection_size
02_FORMAL/coq/domains/DistributedConsensus.v,coq,164,quorum_intersection
02_FORMAL/coq/domains/DistributedConsensus.v,coq,176,round_monotonicity
02_FORMAL/coq/domains/DistributedConsensus.v,coq,185,round_monotonicity_transitive
02_FORMAL/coq/domains/DistributedConsensus.v,coq,197,vote_uniqueness
02_FORMAL/coq/domains/DistributedConsensus.v,coq,213,quorum_sufficiency
02_FORMAL/coq/domains/DistributedConsensus.v,coq,223,honest_majority_in_quorum
02_FORMAL/coq/domains/DistributedConsensus.v,coq,235,message_integrity
02_FORMAL/coq/domains/DistributedConsensus.v,coq,248,decision_stability
